cores,cpu,gpu,mem,observed_power,predicted_power,observed_time,predicted_time
12,268800,1300500000,2133000000,16.404,31.34950917856768,1179.5246601104736,140.59241219791147
12,268800,1236750000,2133000000,15.904,30.51151301073842,1131.8318843841553,147.29824845684246
12,268800,1134750000,2133000000,15.502,29.170719142211603,1137.7909183502195,159.5334323770429
12,268800,1032750000,2133000000,16.304,27.829925273684783,1143.4433460235596,174.08927519113476
12,268800,930750000,2133000000,16.012,26.48913140515797,1205.2876949310305,191.70739535580208
12,268800,828750000,2133000000,13.487,25.148337536631157,1146.7602252960205,213.4863845176004
12,268800,726750000,2133000000,13.087,23.807543668104337,1153.1217098236084,241.1275330773194
12,268800,624750000,2133000000,13.396,22.46674979957752,1141.5035724639893,277.4171148233198
12,268800,522750000,2133000000,12.685,21.125955931050704,1178.4262657165527,327.2630710123676
12,268800,420750000,2133000000,14.808,19.785162062523888,1145.8215713500977,400.2104317446375
12,268800,318750000,2133000000,13.396,18.44436819399707,1134.4430446624756,517.6837338948095
12,268800,216750000,2133000000,14.606,17.103574325470255,1136.3439559936523,740.1750221280256
12,268800,114750000,2133000000,14.704,15.762780456943435,1322.6561546325684,1334.7106212844965
12,422400,1300500000,2133000000,18.018,32.08832801477983,884.1018676757812,153.96354516845835
12,422400,1236750000,2133000000,18.011,31.250331846950576,748.7783432006836,161.30714435424375
12,422400,1134750000,2133000000,14.291,29.90953797842376,732.5191497802734,174.70596341348585
12,422400,1032750000,2133000000,14.496,28.568744109896944,739.1564846038818,190.64614914283848
12,422400,930750000,2133000000,13.689,27.227950241370127,871.4199066162109,209.939852105539
12,422400,828750000,2133000000,14.698,25.88715637284331,743.4844970703125,233.79014622251933
12,422400,726750000,2133000000,14.396,24.54636250431649,740.2629852294922,264.0601242266779
12,422400,624750000,2133000000,15.916,23.20556863578968,736.2046241760254,303.8010502905227
12,422400,522750000,2133000000,14.103,21.864774767262865,733.0315113067627,358.3876386220046
12,422400,420750000,2133000000,14.907,20.523980898736045,931.588649749756,438.2727056284127
12,422400,318750000,2133000000,12.794,19.18318703020923,746.3703155517578,566.9183827238844
12,422400,216750000,2133000000,15.308,17.842393161682413,791.8553352355957,810.569849897389
12,422400,114750000,2133000000,13.598,16.501599293155596,1088.0744457244873,1461.6491446044722
12,576000,1300500000,2133000000,19.125,32.827146850991994,564.0382766723633,163.86751302671632
12,576000,1236750000,2133000000,15.297,31.98915068316273,568.9597129821777,171.68350176562868
12,576000,1134750000,2133000000,16.103,30.64835681463592,562.368631362915,185.9442227325992
12,576000,1032750000,2133000000,14.698,29.3075629461091,556.4687252044678,202.90978811884037
12,576000,930750000,2133000000,14.295,27.966769077582285,572.1640586853027,223.44459145890823
12,576000,828750000,2133000000,13.689,26.62597520905547,590.3351306915283,248.82909645734165
12,576000,726750000,2133000000,13.287,25.28518134052865,598.2954502105713,281.0462424673768
12,576000,624750000,2133000000,13.893,23.94438747200184,569.9794292449951,323.34357143791675
12,576000,522750000,2133000000,13.289,22.60359360347502,570.5325603485107,381.4415352429595
12,576000,420750000,2133000000,12.887,21.262799734948203,563.9581680297852,466.4653455481175
12,576000,318750000,2133000000,15.713,19.922005866421387,577.1145820617676,603.3863754205296
12,576000,216750000,2133000000,15.915,18.58121199789457,672.4340915679932,862.711139132273
12,576000,114750000,2133000000,14.707,17.240418129367754,1003.3111572265624,1555.6722208617382
12,729600,1300500000,2133000000,19.627,33.565965687204155,519.8261737823486,171.8416404451621
12,729600,1236750000,2133000000,17.218,32.727969519374895,472.9597568511963,180.03797113809583
12,729600,1134750000,2133000000,17.319,31.387175650848075,462.4390602111816,194.9926478743897
12,729600,1032750000,2133000000,16.414,30.04638178232126,468.1384563446045,212.78379227636776
12,729600,930750000,2133000000,16.012,28.70558791379444,535.3829860687256,234.31786103104957
12,729600,828750000,2133000000,15.61,27.364794045267622,460.4756832122803,260.93762781855224
12,729600,726750000,2133000000,14.404,26.02400017674081,454.24342155456543,294.72252586556874
12,729600,624750000,2133000000,15.413,24.683206308213997,458.4176540374756,339.0781291361281
12,729600,522750000,2133000000,14.404,23.342412439687177,482.00321197509766,400.0032583602133
12,729600,420750000,2133000000,13.699,22.00161857116036,471.8854427337647,489.1645006947732
12,729600,318750000,2133000000,15.004,20.660824702633544,510.84232330322266,632.7483871535875
12,729600,216750000,2133000000,13.598,19.320030834106728,623.6691474914551,904.692422802769
12,729600,114750000,2133000000,14.707,17.97923696557991,949.942111968994,1631.3744041765333
12,883200,1300500000,2133000000,18.53,34.30478452341631,398.1475830078125,178.56920613900613
12,883200,1236750000,2133000000,15.808,33.46678835558705,400.6328582763672,187.08642153161043
12,883200,1134750000,2133000000,15.406,32.12599448706023,401.2188911437988,202.62657085716157
12,883200,1032750000,2133000000,15.803,30.785200618533416,404.88123893737793,221.114234987553
12,883200,930750000,2133000000,17.816,29.4444067500066,390.48099517822266,243.4913582069591
12,883200,828750000,2133000000,16.919,28.103612881479783,394.8402404785156,271.15328351525943
12,883200,726750000,2133000000,15.208,26.762819012952967,396.0909843444824,306.26085353213324
12,883200,624750000,2133000000,14.606,25.42202514442615,394.0229415893554,352.3529697579912
12,883200,522750000,2133000000,15.514,24.08123127589933,432.7762126922608,415.66330554900094
12,883200,420750000,2133000000,14.803,22.74043740737252,409.81388092041016,508.3151926050419
12,883200,318750000,2133000000,15.109,21.3996435388457,470.7911014556885,657.5203593672027
12,883200,216750000,2133000000,13.396,20.058849670318885,589.951753616333,940.1109493680505
12,883200,114750000,2133000000,14.707,18.71805580179207,918.4684753417968,1695.2423842942835
12,1036800,1300500000,2133000000,19.13,35.04360335962847,352.73170471191406,184.41815466329692
12,1036800,1236750000,2133000000,18.019,34.20560719179921,345.4575538635254,193.2143473525965
12,1036800,1134750000,2133000000,19.53,32.864813323272394,348.54602813720703,209.26350680049845
12,1036800,1032750000,2133000000,18.527,31.524019454745577,355.32307624816895,228.35672548405773
12,1036800,930750000,2133000000,15.207,30.18322558621876,355.1597595214844,251.4668006197655
12,1036800,828750000,2133000000,16.012,28.842431717691944,350.80885887146,280.034778996841
12,1036800,726750000,2133000000,16.916,27.501637849165128,354.55822944641113,316.2922805964413
12,1036800,624750000,2133000000,15.006,26.16084398063831,368.0405616760254,363.8941219367784
12,1036800,522750000,2133000000,14.606,24.820050112111492,352.13375091552734,429.2781573488135
12,1036800,420750000,2133000000,14.808,23.47925624358468,398.1385231018066,524.964812435616
12,1036800,318750000,2133000000,14.303,22.138462375057863,441.7576789855957,679.0571227250362
12,1036800,216750000,2133000000,15.311,20.797668506531046,577.9929161071777,970.9038316844758
12,1036800,114750000,2133000000,13.802,19.45687463800423,892.8897380828857,1750.7692338352665
12,1190400,1300500000,2133000000,20.735,35.782422195840624,319.14639472961426,189.61098721022347
12,1190400,1236750000,2133000000,18.622,34.944426028011364,316.10894203186035,198.65486243256552
12,1190400,1134750000,2133000000,17.819,33.60363215948455,338.19031715393066,215.15593290671129
12,1190400,1032750000,2133000000,18.117,32.26283829095773,311.98716163635254,234.78677700782552
12,1190400,930750000,2133000000,17.014,30.92204442243092,337.2523784637451,258.5475839033523
12,1190400,828750000,2133000000,16.41,29.581250553904106,331.2065601348877,287.91997726976126
12,1190400,726750000,2133000000,16.113,28.24045668537729,343.4445858001709,325.1984148760166
12,1190400,624750000,2133000000,15.815,26.89966281685047,327.5220394134521,374.1406252893284
12,1190400,522750000,2133000000,14.606,25.558868948323653,335.8862400054932,441.3657394593464
12,1190400,420750000,2133000000,14.707,24.21807507979684,363.5311126708984,539.7467321928327
12,1190400,318750000,2133000000,16.918,22.87728121127002,422.8672981262207,698.1779621811455
12,1190400,216750000,2133000000,14.204,21.536487342743204,534.4481468200684,998.2424688501704
12,1190400,114750000,2133000000,14.709,20.195693474216387,886.8069648742676,1800.067262417193
12,1344000,1300500000,2133000000,20.136,36.52124103205279,293.3769226074219,194.29323963071013
12,1344000,1236750000,2133000000,20.74,35.683244864223525,302.75654792785645,203.56044424589717
12,1344000,1134750000,2133000000,18.228,34.34245099569671,300.22501945495605,220.46899204139945
12,1344000,1032750000,2133000000,16.816,33.00165712716989,303.5440444946289,240.58460007239464
12,1344000,930750000,2133000000,15.81,31.66086325864308,316.2100315093994,264.9321561707825
12,1344000,828750000,2133000000,17.925,30.32006939011626,289.7610664367676,295.0298712179592
12,1344000,726750000,2133000000,16.413,28.979275521589443,293.2283878326416,333.22886230733275
12,1344000,624750000,2133000000,17.121,27.638481653062627,298.44045639038086,383.3796513296342
12,1344000,522750000,2133000000,15.815,26.29768778453581,315.4165744781494,452.2648220088833
12,1344000,420750000,2133000000,15.109,24.956893916008998,355.0658226013184,553.0752343036186
12,1344000,318750000,2133000000,16.317,23.616100047482178,404.9246311187744,715.418764000972
12,1344000,216750000,2133000000,14.202,22.27530617895536,546.9565391540527,1022.893061544064
12,1344000,114750000,2133000000,14.501,20.934512310428545,856.6129207611084,1844.518111075805
12,1497600,1300500000,2133000000,20.126,37.26005986826495,265.14434814453125,198.56568098580385
12,1497600,1236750000,2133000000,19.428,36.422063700435686,269.2368030548096,208.03666823552456
12,1497600,1134750000,2133000000,20.534,35.08126983190887,266.4599418640137,225.31702916767225
12,1497600,1032750000,2133000000,19.635,33.74047596338205,265.12670516967773,245.8749724842277
12,1497600,930750000,2133000000,18.319,32.39968209485524,282.1676731109619,270.7579229471747
12,1497600,828750000,2133000000,16.015,31.058888226328417,283.3936214447021,301.517476371774
12,1497600,726750000,2133000000,15.714,29.7180943578016,273.04983139038086,340.5564501057485
12,1497600,624750000,2133000000,16.214,28.377300489274784,283.9541435241699,391.8100376887036
12,1497600,522750000,2133000000,17.226,27.036506620747968,319.6258544921875,462.2099695223917
12,1497600,420750000,2133000000,16.118,25.69571275222115,335.5185985565185,565.2371680281692
12,1497600,318750000,2133000000,15.513,24.35491888369433,394.4075107574463,731.1505759741389
12,1497600,216750000,2133000000,15.513,23.01412501516752,509.52982902526855,1045.3861273156049
12,1497600,114750000,2133000000,15.01,21.673331146640702,841.3279056549072,1885.0784284237384
12,1651200,1300500000,2133000000,19.833,37.9988787044771,248.37112426757807,202.5011692463435
12,1651200,1236750000,2133000000,20.538,37.16088253664784,243.0727481842041,212.15986747890852
12,1651200,1134750000,2133000000,19.331,35.82008866812102,249.01938438415527,229.78271789488204
12,1651200,1032750000,2133000000,18.322,34.47929479959421,248.28577041625977,250.74811099924315
12,1651200,930750000,2133000000,18.017,33.13850093106739,249.56154823303223,276.12423107210634
12,1651200,828750000,2133000000,18.826,31.79770706254057,259.3371868133545,307.4934259050345
12,1651200,726750000,2133000000,17.326,30.45691319401376,259.02533531188965,347.3061356747168
12,1651200,624750000,2133000000,18.131,29.11611932548694,271.6903686523437,399.5755478011773
12,1651200,522750000,2133000000,16.32,27.775325456960125,293.7273979187012,471.3707766665518
12,1651200,420750000,2133000000,16.521,26.43453158843331,321.56920433044434,576.4399309031626
12,1651200,318750000,2133000000,17.424,25.093737719906493,381.0102939605713,745.6416727948365
12,1651200,216750000,2133000000,16.719,23.75294385137968,502.7711391448975,1066.1052405649668
12,1651200,114750000,2133000000,15.109,22.41214998285286,832.6330184936523,1922.4398898224408
12,1804800,1300500000,2133000000,22.041,38.73769754068926,242.8798675537109,206.1542069629119
12,1804800,1236750000,2133000000,21.538,37.89970137286,244.41885948181152,215.98714413477708
12,1804800,1134750000,2133000000,21.333,36.55890750433319,225.49057006835932,233.92790351632635
12,1804800,1032750000,2133000000,19.932,35.21811363580637,232.4204444885254,255.27150368012295
12,1804800,930750000,2133000000,19.128,33.87731976727955,229.69555854797363,281.1053985108868
12,1804800,828750000,2133000000,17.923,32.536525898752735,236.5341186523437,313.040480702834
12,1804800,726750000,2133000000,17.216,31.19573203022592,243.4182167053223,353.5713953645113
12,1804800,624750000,2133000000,17.12,29.854938161699103,252.16078758239743,406.78372616463406
12,1804800,522750000,2133000000,16.919,28.514144293172286,273.4832763671875,479.8741113981963
12,1804800,420750000,2133000000,16.521,27.17335042464547,315.4926300048828,586.8386699166824
12,1804800,318750000,2133000000,16.514,25.832556556118654,372.2195625305176,759.0927415659561
12,1804800,216750000,2133000000,15.309,24.49176268759184,491.65868759155273,1085.3373401528825
12,1804800,114750000,2133000000,15.309,23.15096881906502,832.1893215179443,1957.1199139007897
12,1958400,1300500000,2133000000,22.45,39.476516376901415,213.064193725586,209.56670338432
12,1958400,1236750000,2133000000,21.936,38.63852020907216,213.05608749389648,219.56240639737388
12,1958400,1134750000,2133000000,20.942,37.29772634054534,213.32240104675293,237.8001414171545
12,1958400,1032750000,2133000000,20.637,35.95693247201852,218.79124641418457,259.497044869067
12,1958400,930750000,2133000000,20.636,34.616138603491706,224.3959903717041,285.7585713982558
12,1958400,828750000,2133000000,19.533,33.27534473496489,231.074333190918,318.2222790075683
12,1958400,726750000,2133000000,17.623,31.93455086643808,234.7695827484131,359.42410697864153
12,1958400,624750000,2133000000,17.723,30.59375699791126,246.39534950256348,413.5172681586307
12,1958400,522750000,2133000000,17.325,29.252963129384444,268.8887119293213,487.8175276980505
12,1958400,420750000,2133000000,18.232,27.912169260857628,305.7339191436768,596.5526839576125
12,1958400,318750000,2133000000,17.826,26.57137539233081,364.98165130615234,771.6580988403612
12,1958400,216750000,2133000000,17.223,25.230581523803995,482.349157333374,1103.303065149989
12,1958400,114750000,2133000000,16.517,23.88978765527718,832.3006629943848,1989.5163650857728
12,2112000,1300500000,2133000000,22.353,40.215335213113576,203.91130447387687,212.77162478512
12,2112000,1236750000,2133000000,21.946,39.37733904528432,207.33094215393064,222.9201929336426
12,2112000,1134750000,2133000000,21.736,38.0365451767575,219.78497505187988,241.4368391846593
12,2112000,1032750000,2133000000,21.848,36.69575130823068,209.6102237701416,263.4655552245506
12,2112000,930750000,2133000000,21.14,35.35495743970387,217.46420860290527,290.12870151027454
12,2112000,828750000,2133000000,18.731,34.01416357117705,228.2397747039795,323.088879358352
12,2112000,726750000,2133000000,18.129,32.673369702650234,233.572006225586,364.9208103853215
12,2112000,624750000,2133000000,18.129,31.332575834123418,250.50115585327148,419.84122287528976
12,2112000,522750000,2133000000,18.327,29.9917819655966,268.13459396362305,495.277762596806
12,2112000,420750000,2133000000,17.325,28.650988097069785,296.4060306549072,605.6758148397844
12,2112000,318750000,2133000000,17.325,27.31019422854297,357.90514945983887,783.4591317102573
12,2112000,216750000,2133000000,16.821,25.969400360016152,477.1952629089356,1120.1759726680446
12,2112000,114750000,2133000000,16.318,24.628606491489336,831.9857120513916,2019.942207897319
12,2201600,1300500000,2133000000,24.246,40.64631286757067,208.9228630065918,214.5560317633377
12,2201600,1236750000,2133000000,22.851,39.80831669974141,203.9501667022705,224.78971077117453
12,2201600,1134750000,2133000000,23.847,38.4675228312146,205.03711700439453,243.4616466799023
12,2201600,1032750000,2133000000,22.847,37.12672896268778,209.23948287963867,265.6751063135996
12,2201600,930750000,2133000000,21.44,35.78593509416096,211.475133895874,292.56186279331223
12,2201600,828750000,2133000000,21.24,34.445141225634146,219.67315673828125,325.7984608238967
12,2201600,726750000,2133000000,21.041,33.10434735710733,225.15249252319336,367.9812148974648
12,2201600,624750000,2133000000,18.934,31.76355348858051,237.32733726501465,423.3622168452269
12,2201600,522750000,2133000000,20.038,30.422759620053693,258.6898803710937,499.4314043083186
12,2201600,420750000,2133000000,18.63,29.08196575152688,294.33608055114746,610.7553086474259
12,2201600,318750000,2133000000,17.929,27.74117188300006,353.0380725860596,790.0296034222821
12,2201600,216750000,2133000000,17.324,26.400378014473244,475.2538204193115,1129.570316601261
